N°,Question_Litterale,Propo 1,Propo 2,Propo 3,Propo 4,Bonne_Reponse,Rep_donnee,Niveau,N° famille,Nom famille,Commentaire,Ecran
33407,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR EA.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Estonie,Ecosse,Allemagne,Espagne,4,,3,302,Indicatifs d'appel français et préfixes européens,,
33409,"VOUS EMETTEZ AVEC UNE PUISSANCE DE 90 WATTS.
VOTRE ANTENNE A UNE IMPEDANCE DE 100 OHMS.
QUELLE SERA LA PUISSANCE REFLECHIE A L'EMETTEUR ?",10 W,45 W,"0,9 W",9 W,1,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","ROS = Zplus forte / Z plus faible = 100 / 50 = 2/1 ; Transformation ROS > k : k = (ROS – 1) / ROS + 1) = (2-1) / (2+1) = 0,333 ; puissance réfléchie = puissance émise x k² = 90 x 0,333² = 90 x 0,111 = 10 W. Mais ce développement est, à notre avis, hors programme bien que des questions de ce type ait été recensée à l’examen.",
33411,QUELLE EST LA LARGEUR DE LA BANDE DES 17 METRES EN FRANCE METROPOLITAINE ?,"18,068 à 18,168 MHz",100 kHz,"18,068 à 18,168 kHz",200 kHz,2,,3,305,Fréquences et puissances autorisées,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
33412,"QUEL EST LE CODE POUR : ""QSB""",La force de mes signaux varie-t-elle ?,Pouvez-vous retransmettre à...gratuitement ?,Dois-je transmettre une série de V sur cette fréquence ?,Quelle est l'heure exacte ?,1,,3,303,Abréviations en code Q,,
33600,"QUELLE EST LA LARGEUR DE LA BANDE DES 430,00 MHZ EN FRANCE METROPOLITAINE ?",10 kHz,100 kHz,10 MHz,"0,7 mètres",3,,3,305,Fréquences et puissances autorisées,,
33640,"SI ON ALIMENTE UNE ANTENNE AVEC 20 WATTS _x000D_ET QU'ELLE A UN GAIN DE 3 DB,
LA P.A.R. SERA DE ?",23 W,40 W,60 W,80 W,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ",3 dB correspond à un rapport de puissance de 2. PAR = puissance de l’émetteur x rapport de puissance de l’antenne = 20 W x 2 = 40 W,
33654,QUELLE EST LA LARGEUR DE LA BANDE DES 23 CMS EN FRANCE METROPOLITAINE ?,60 MHz,60 kHz,"1240,000 à 1300,000 MHz","1260,000 à 1300,000 MHz",1,,3,305,Fréquences et puissances autorisées,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
33657,"SYMBOLE DE LA MODULATION D'AMPLITUDE, BANDE LATERALE UNIQUE,
PORTEUSE SUPPRIMEE, AVEC EMPLOI D'UNE SOUS PORTEUSE MODULANTE,
FAC SIMILE ?",J1C,J3C,J2C,J7B,3,,3,301,Définition et autorisation des classes d’émission,,
33700,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR SP.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Suisse,Slovénie,Pologne,Estonie,3,,3,302,Indicatifs d'appel français et préfixes européens,,
33701,"EN FRANCE METROPOLITAINE, QUEL EST LE STATUT DE LA BANDE DITE DES 160 METRES ?",Exclusif,Partagée à égalité de droit,Partagée statut secondaire,Partagée statut précaire et révocable,1,,3,305,Fréquences et puissances autorisées,,
33718,"EN ALPHABET PHONETIQUE, COMMENT EPELLE-T-ON LES LETTRES F ET U ?",Florida et Uniform,Fox-Trot et Uniform,France et Uniform,Fox-Trot et Uruguay,2,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
33750,L'INTERMODULATION EST CREEE PAR ,le gain du micro,un mélange de fréquences au niveau d'un étage non linéaire,une trop forte puissance,rien,2,,3,310,"Gammes d’onde, décibels, CEM, protection",L'intermodulation est un mélange de fréquences indésirable généré par un étage ou un composant non linéaire,
33777,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR FH.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Martinique,Mayotte,Terres Australes et Antarctiques Françaises,Saint Pierre et miquelon,2,,3,302,Indicatifs d'appel français et préfixes européens,,
33800,ETENDUE DES ONDES METRIQUES ?,1 m à 10 cm,10 cm à 1 cm,10 m à 1 m,1 cm à 1 mm,3,,3,310,"Gammes d’onde, décibels, CEM, protection",,
33900,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR MW. 
DE QUEL PAYS EST-IL ORIGINAIRE ?",Wallis et Futuna,Angleterre,Ile de Man,Pays de Galles,4,,3,302,Indicatifs d'appel français et préfixes européens,"Les préfixes du Royaume Uni peuvent commencer également par G. Ce qui donne, pour le Pays de Galles, GW",
33933,"QUEL EST LE STATUT DE LA BANDE DE FREQUENCE 10,100 A 10,150 MHZ ?","partagée, statut secondaire","partagée, à égalité de droit","exclusive, statut primaire",précaire et révocable,1,,3,305,Fréquences et puissances autorisées,,
34001,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR MM.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Ile de Man,Ecosse,Jersey,Pays de Galles,2,,3,302,Indicatifs d'appel français et préfixes européens,Le préfixe peut commencer également par G.,
34002,"VOUS ETABLISSEZ UN CONTACT AVEC UN RADIOAMATEUR DONT L'INDICATIF EST :
F9XY.
A QUELLE CLASSE D'OPERATEUR APPARTIENT T-IL ?",ex-Classe 3,ex-Classe 2,ex-Classe 1,Aucune classe,3,,3,302,Indicatifs d'appel français et préfixes européens,"Les classes d'indicatifs sont :
Classe 3 : F0 - (pas d'équivalence CEPT)
Classe 2 : F1 et F4
Classe 1 : F2-F3-F5-F6-F8-F9",
34004,QUELLES SONT LES LIMITES DE LA BANDE DES 160 METRES EN FRANCE METROPOLITAINE ?,"1,800 à 1,850 MHz","1,810 à 1,850 MHz","1,830 à 1,850 MHz","1,800 à 2,000 MHz",2,,3,305,Fréquences et puissances autorisées,,
34005,"POUR DES BESOINS INTERMITTENTS, QUI A LE DROIT D'EMETTRE SUR LES BANDES RADIOAMATEUR ?",L'armée,Les services publics,l' E.D.F.,Toutes les personnes possédant du matériel d'émission,1,,3,305,Fréquences et puissances autorisées,Seule l'armée a le droit d'émettre sur la bande 28 MHz et 144 MHz.,
34006,"EN FRANCE METROPOLITAINE, QUEL EST LE STATUT DE LA BANDE DITE DES 10 METRES ?",Exclusif,Partagée à égalité de droit,Partagée statut secondaire,Partagée statut précaire et révocable,1,,3,305,Fréquences et puissances autorisées,,
34010,"DANS LA CLASSE D'EMISSION J7B, QUE SIGNIFIE LE CHIFFRE 7 ?",Signal digital avec emploi d'une sous porteuse modulante,Signal digital sans emploi d'une sous porteuse modulante,"Signal analogique (images, voix)",Plusieurs voies contenent de l'information numérique,4,,3,301,Définition et autorisation des classes d’émission,,
34017,"EN ALPHABET PHONETIQUE, COMMENT EPPELLE T'ON LES LETTRES H ET S ?",Honolulu et Sierra,Hotel et Sugar,Hotel et Sierra,Honolulu et Sugar,3,,3,304,Table d’épellation internationale,L'alphabet phonétique est la première chose à apprendre.,
34040,"QUELLE EST LA LARGEUR DE LA BANDE DES 144,0 MHZ EN FRANCE METROPOLITAINE ?",1 MHz,2 MHz,2 mètres,"144,000 à 146,000 kHz",2,,3,305,Fréquences et puissances autorisées,,
34050,PAR QUI EST GERE L'ANNUAIRE OFFICIEL DES RADIOAMATEURS ?,L'agence Nationale des Fréquences,Le Conseil Supérieur de l'Audiovisuel,Le Réseau des Emetteurs Français,L' International Amateur Radio Union,1,,3,306,"Sanctions,  examen, perturbation, bande passante",,
34100,"QUELLES SONT LES LIMITES DE LA BANDE DES 1240,0 MHZ EN FRANCE METROPOLITAINE ?","1240,00 à 1300,00 GHz","1200,00 à 1300,00 MHz","1240,00 à 1300,00 MHz","1240,00 à 1280,00 MHz",3,,3,305,Fréquences et puissances autorisées,,
34189,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR PA.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Pays-Bas,Pologne,Pays de Galles,Allemagne,1,,3,302,Indicatifs d'appel français et préfixes européens,,
34199,QUELLES SONT LES LIMITES DE LA BANDE DES 20 METRES EN FRANCE METROPOLITAINE ?,"14,000 à 14,350 MHz","14,000 à 14,450 MHz","14,100 à 14,350 MHz","14,000 à 14,250 MHz",1,,3,305,Fréquences et puissances autorisées,"Pour trouver la fréquence, il faut divisé 300 par la longueur d'onde en mètres.
Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
34201,QUE SIGNIFIE LES LETTRES RTTY ?,Radio TeleTYpe,Radio Transmetter for Text and Ymage,Random and Transmission for Text from Yankee,Radio Télétransmission de Tippon-Yale,1,,3,301,Définition et autorisation des classes d’émission,,
34210,"-AFFAIBLISSEMENT LINEIQUE DU CABLE ?
20 V  ================= 10 V
CABLE COAXIAL DE 30 METRES","0,2 dB/m","0,3 dB/m","0,4 db/m","0,6 db/m",1,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","Attention, l'affaiblissement est donné en tension et non pas en puissance. Dans ce cas, l'affaiblissement est le double de celui que l'on aurait calculer si les valeurs étaient des watts et non pas des volts.
Affaiblissement = 6 dB
Affaiblissement linéique = 6 dB/ 30 mètres = 0,2 dB/m
Ce calcul a été posé à l'épreuve de réglementation mais ne devrait pas y figurer car on ne doit voir apparaître que des questions sur les affaiblissements linéiques en puissance !",34210
34258,"SYMBOLE DE LA MODULATION D'AMPLITUDE, DOUBLE BANDE LATERALE, 
SIGNAL ANALOGIQUE, TELEVISION ?",G3F,F3F,G1F,A3F,4,,3,301,Définition et autorisation des classes d’émission,,
34277,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR SM.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Slovaquie,Suède,Suisse,Saint-Marin,2,,3,302,Indicatifs d'appel français et préfixes européens,,
34334,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR FS.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Saint Barthélémy,Saint Martin,Saint Pierre et Miquelon,Guadeloupe,2,,3,302,Indicatifs d'appel français et préfixes européens,,
34368,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR HA.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Pays Bas,Islande,Finlande,Hongrie,4,,3,302,Indicatifs d'appel français et préfixes européens,,
34400,"QUEL EST LE CODE POUR : ""QSO""",Pouvez vous communiquer avec...directement ou par relais ?,Dois-je augmenter la puissance d'émission ?,Etes vous prêt ?,Etes vous occupé ?,1,,3,303,Abréviations en code Q,,
34444,EPELLATION CORRECTE DE L'INDICATIF: FD2ZYC,Fox Trot delta 2 zoulou yankee charlie,Fox Trot delta 2 zoulou yankee canada,France delta 2 zoulou yankee charlie,Fox Trot delta zoulou yankee charlie,1,,3,304,Table d’épellation internationale,,
34513,"VOUS CONTACTEZ UN RADIOAMATEUR DONT LE PREFIXE COMMENCE PAR ES.
DE QUEL PAYS EST-IL ORIGINAIRE ?",Estonie,Espagne,Andorre,Irlande (Eire),1,,3,302,Indicatifs d'appel français et préfixes européens,,
34528,"QUEL EST LE CODE POUR : ""QRU""",Je n'ai plus rien pour vous,Avez-vous quelque chose pour moi ?,La force de mes signaux varie-t-elle ?,Dois-je cesser la transmission ?,1,,3,303,Abréviations en code Q,"Il n’y a pas de point d’interrogation, c’est donc une réponse ou un avis mais pas une question.",
34600,"EN FRANCE METROPOLITAINE, QUEL EST LE STATUT DE LA BANDE DITE DES 30 METRES ?",Partagée statut secondaire,Exclusif,Partagée à égalité de droit,Partagée statut précaire et révocable,1,,3,305,Fréquences et puissances autorisées,,
34647,"SYMBOLE DE LA MODULATION D'AMPLITUDE, BANDE LATERALE UNIQUE,
PORTEUSE SUPPRIMEE, SIGNAL ANALOGIQUE, FAC SIMILE ?",J7B,J3C,A3C,J2C,2,,3,301,Définition et autorisation des classes d’émission,,
34650,QU'EST-CE QU'UNE STATION TRANSPORTABLE ?,ne peut pas fonctionner pendant son transport ,est installée dans un véhicule,un talkie-walkie,une station utilisée au lieu de la déclaration à l’ANFR,1,,3,302,Indicatifs d'appel français et préfixes européens,Une station transportable est l’autre dénomination d’une station portable (ce dernier terme étant plus courant dans le langage radioamateur),
34651,A-T-ON LE DROIT D'UTILISER LE CRYPTAGE ? ,Oui ,"Oui, sauf pour les opérateurs de l’ex-classe 3 ",Non,Après autorisation de l’ANFR,3,,3,307,"Teneur des messages, matériel obligatoire, exposition","Attention à ne pas confondre cryptage et codage : le cryptage est un moyen par lequel un message ne peut être lu que par son correspondant grâce à une « clé » de décryptage. A contrario, le codage est autorisé car les « clés » pour décoder un message sont publiques (le code Morse peut être décodé dès qu’on connaît la signification des points et des traits).",
34652,EST-CE QUE L'INSTALLATION D'UNE ANTENNE DE 20 DB EST SOUMISE A UNE REGLEMENTATION ? ,uniquement pour les opérateurs de l’ex-classe 3,"oui, c’est précisé dans le code de l’urbanisme",non,uniquement pour les fréquences supérieures à 1300 MHz,3,,3,306,"Sanctions,  examen, perturbation, bande passante","Ce n’est pas le gain de l’antenne qui est soumis à réglementation, c’est le champ rayonné par cette antenne qui est limité par le décret 2002-775",
34653,EST-CE QU'UN RADIOAMATEUR A LE DROIT DE MONTER LUI-MEME SUR SON TOIT UNE ANTENNE DIRECTIVE ?,oui sauf les opérateurs de l’ex-classe 3,oui mais uniquement si le pylône mesure moins de 12 mètres,"non, seul un professionnel a le droit de monter sur un toit",oui,4,,3,306,"Sanctions,  examen, perturbation, bande passante","L'installation et la maintenance des antennes est soumis à la loi de 1966 qui autorise les radioamateurs à installer leurs antennes sur les immeubles en copropriété ou en location. Lorsque l'antnne est installée dans une propriété privée (un pavillon par exemple), le problème se pose encore moins...",
34654,PEUT-ON REATTRIBUER UN INDICATIF D'UN RADIO AMATEUR DECEDE ? ,"Oui, à la demande d’une association représentative ","Non, jamais ","Oui, à la demande d’un ayant droit","Oui, si l’indicatif du radioamateur n’est pas un indicatif à deux lettres ",4,,3,302,Indicatifs d'appel français et préfixes européens,"il n’y a plus de réattribution des indicatifs à deux lettres. Mais, pour les indicatifs à 3 lettres, l’administration pourra réattribuer des indicatifs si le besoin s’en fait sentir. D’autre part, les indicatifs d’appel ne sont pas transmissibles (à un ayant droit)",
34655,"-10 W EN SORTIE ET 10 DB DANS UN TRIANGLE, PUISANCE D'ENTREE ?",100 W,10 W,0 W,1 W,4,,3,310,"Gammes d’onde, décibels, CEM, protection","Un amplificateur de 10 dB apporte un rapport de puissance de 10. Si la puissance de sortie est 10 watts, il y a 1 watt à l’entrée (10 / 10 = 1)",34655
34656,QUELLES SONT LES LIMITES DE LA BANDE LF ?,"135,7 à 137,8 kHz ",1810 à 1850 kHz ,"3,500 à 3,800 MHz ",Il n’y a aucune bande radioamateur dans cette gamme d’onde,1,,3,305,Fréquences et puissances autorisées,Rappel des gammes d’ondes : HF = 3 à 30 MHz ; MF = 300 kHz à 3 MHz ; LF = 30 à 300 kHz,
34657,DOMICILE D'UN RADIOAMATEUR AVEC L'INDICATIF D'APPEL FRXYZ ?,Région Rhône-Alpes ,la Rochelle,Saint Pierre et Miquelon,la Réunion ,4,,3,302,Indicatifs d'appel français et préfixes européens,,
34658,"PUISSANCE MAXIMUM EN CRETE DANS LA BANDE 18,068-18,168 MHZ ?",500 W  PIRE,500 W PAR,500 W,120 W,3,,3,305,Fréquences et puissances autorisées,La puissance en sortie d’émetteur est limitée mais pas le gain des antennes (la PIRE et la PAR ne sont donc pas limitées),
34659,COMMENT DOIT-ON DECLARER LES CONDITIONS PARTICULIERES LIEES A LA PUISSANCE DE LA STATION ?,par une déclaration à la Mairie du domicile,par une déclaration à la Préfecture,par une déclaration auprès de l’ANFR ,aucune déclaration n’est prévue,3,,3,307,"Teneur des messages, matériel obligatoire, exposition",La puissance PAR maximum utilisée par bandes doit être déclarée à l’ANFR dans les 2 mois suivant la mise en place d’une nouvelle installation si elle excède 5 watts PAR,
34660,RESTRICTIONS POUR INSTALLER UNE BALISE OU UN RELAIS SUR 50 MHZ ?,oui sous réserve de l’obtention d’une autorisation individuelle,"oui, uniquement en mobile","oui, avec la PAR maximum dans les zones définies par le CSA", Il n'y a aucune restriction,4,,3,305,Fréquences et puissances autorisées,"Avec la nouvelle réglementation 2012, la bande des 50 MHz devient une bande VHF « normale » (120 W sur tout le territoire, pas de limitations PAR, relais et trafic en mobile autorisés)",
34661,UN OPERATEUR DE CLASSE 3 EST-IL AUTORISE A TRAFIQUER SUR 50 MHZ ?,"oui, avec la PAR maximum dans les zones définies par le CSA","oui, uniquement en mobile",non,oui sous réserve de l’obtention d’une autorisation individuelle,3,,3,305,Fréquences et puissances autorisées,Un opérateur de l'ex-classe 3 ne peut émettre que sur la bande 144-146 MHz,
34662,"UN OPERATEUR DE CLASSE 3 PEUT-IL EMETTRE ENTRE 50,2 ET 51,2 MHZ ?",seulement en fixe,sur autorisation de l’ANFR,seulement en mobile,jamais,4,,3,305,Fréquences et puissances autorisées,Les opérateurs de classe 3 ne peuvent émettre que dans la bande 144-146 MHz,
34663,"-PUISSANCE D'EMISSION (PEM) = 10 W ET PUISSANCE REFLECHIE (PREF) = 4 W, QUEL EST LE TOS ?
",40 %,63 %,25 %,16 %,2,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","K = racine (Ps / Pe) = racine (4 / 10) = 0,6324 = 63% (arrondi)
",34663
34664,"-SCHEMA AVEC UN CABLE ET UNE ANTENNE AVEC INDICATION : ZE = 190 OHMS ET, SOUS L'ANTENNE, ZA = 300 OHMS. QUEL EST LE ROS ? ","1,4 / 1","0,63 / 1","1,6 / 1",110,3,,3,309,"Adaptation, ROS, affaiblissement linéique, calcul ","ROS = Z plus forte / Z plus faible = 300 / 190 = 1,58 arrondi à 1,6 / 1",34664
34665,COMMENT S'EPELLE F8DAX ?,Florida 8 Delta Alfa Xylophone,Foxtrot 8 Delta Alfa X-ray ,Foxtrot 8 Delta America X-ray,France 8 Denise André Xavier,2,,3,304,Table d’épellation internationale,,
34666,COMMENT S'EPELLE F4WTP ?,Foxtrot 4 Whiskey Tango Pérou ,Florida 4 Whisky Tango Papa,Foxtrot 4 Whiskey Tango Papa ,France 4 William Thomas Paul,3,,3,304,Table d’épellation internationale,,
34667,PUISSANCE DISSIPEE MAXIMUM EN DESSOUS DE 28 MHZ ?,500 W  PAR,500 W,500 W PIRE,120 W,2,,3,305,Fréquences et puissances autorisées,La puissance en sortie d’émetteur (puissance dissipée) est limitée mais pas le gain des antennes (la PIRE et la PAR ne sont donc pas limitées),
34668,"POUR EMETTRE, IL FAUT : ",s’être inscrit à l'examen,être membre d'un radio-club,avoir un indicatif d’appel ,avoir réussi l'examen,3,,3,306,"Sanctions,  examen, perturbation, bande passante",,
34669,"SOIENT 2 FREQUENCES : F1 = 110 KHZ ET F2 = 100 KHZ, 
RETROUVEZ LES 2 PRODUITS D'INTERMODULATION D'ORDRE 3",100 kHz et 200 kHz ,10 et 210 kHz,310 et 320 kHz,340 et 290 kHz,3,,3,310,"Gammes d’onde, décibels, CEM, protection","Les produits d'intermodulation d'ordre 3 sont les mélanges des 2 fréquences (F1 et F2) présentes à l'entrée d'un amplificateur non linéaire. A la sortie de cet amplificateur défectueux, on trouve des mélanges de 3 fréquences comme, par exemple : 2 x F1 + F2 ou F1 - 2 x F2 ou encore 3 x F1. Dans cette question, il s’agit de F1 + (2 x F2) et (2 x F1) + F2, soit 110 + (2 x 100) et (2 x 110) + 100. Aucune des autres réponses n’est un produit d’intermodulation d’ordre 3. La réponse « 10 et 210 kHz » correspond aux produits d’intermodulation d’ordre 2 (mélange des deux fréquences F1 et F2).",
34671,EPELLATION DE FW9WGM ,Foxtrot Whiskey 9 Whiskey Golf Mike ,Foxtrot Whiskey 9 Golf Mike ,Florida Whiskey 9 Whiskey Golf Mike ,Foxtrot Washington 9 Washington Golf Mike ,1,,3,304,Table d’épellation internationale,,
34672,QUEL EST LE CODE UTILISE POUR UNE TRANSMISSION DE VIDEO? ,E,V,T,F,4,,3,301,Définition et autorisation des classes d’émission,Le type d'information transmise est codé par la dernière lettre de la classe d'émission. La transmission de vidéo (télévision) est codée F,
